gameid,league,blueteam,redteam,bluetop,bluejungle,bluemid,blueadc,bluesupport,redtop,redjungle,redmid,redadc,redsupport,result
ESPORTSTMNT03/1415688,LCK,SANDBOX Gaming,KT Rolster,Ornn,Trundle,Orianna,Ashe,TahmKench,Kennen,LeeSin,Sylas,Aphelios,Thresh,0
ESPORTSTMNT01/1412679,BRCC,Rensga eSports,RED Canids,Jax,Trundle,Orianna,Aphelios,Nautilus,MonkeyKing,Kindred,Sylas,KogMaw,Braum,0
ESPORTSTMNT01/1310941,PCS,Liyab Esports,J Team,Jayce,Elise,Pantheon,Ezreal,Braum,Renekton,RekSai,Nautilus,Kaisa,Thresh,1
6332-8067,LDL,LGD Gaming Young Team,Victorious Gaming,MonkeyKing,Nidalee,Pantheon,Varus,Nautilus,Renekton,LeeSin,Orianna,Kalista,Galio,1
ESPORTSTMNT03/1412092,LCS,Cloud9,Dignitas,Sett,Volibear,TwistedFate,Ezreal,Yuumi,Mordekaiser,MonkeyKing,Morgana,Aphelios,Karma,1
ESPORTSTMNT01/1436005,LFL,Misfits Premier,Solary,Renekton,Nidalee,Azir,Ezreal,Bard,Gnar,Kindred,Karma,Senna,Galio,1
ESPORTSTMNT05/1540302,CBLOL,KaBuM! e-Sports,paiN Gaming,Volibear,MonkeyKing,Viktor,Sona,Lux,Maokai,Nidalee,Syndra,Caitlyn,Morgana,0
ESPORTSTMNT02/1395057,VCS,Team Flash,Saigon Buffalo,Renekton,Trundle,Orianna,Kalista,Nautilus,Kennen,Graves,Lissandra,Aphelios,Thresh,1
ESPORTSTMNT03/1392280,Riot,Talon Esports,Team Flash,Mordekaiser,Trundle,Zoe,Aphelios,Nautilus,Ornn,Skarner,Galio,Kaisa,Sett,1
ESPORTSTMNT06/1180760,TRA,İstanbul Wildcats Academy,SuperMassive Academy,Renekton,LeeSin,Kassadin,Kalista,Taric,Kled,Trundle,Leblanc,Varus,Janna,1
6432-8428,LDL,Oh My Dream,Suning-S,MonkeyKing,Nocturne,Syndra,Varus,Nautilus,Jayce,Ekko,Pantheon,Jhin,Thresh,1
ESPORTSTMNT03/1440860,LCS,Evil Geniuses,FlyQuest,Gnar,Sett,Orianna,Senna,TahmKench,Renekton,Volibear,Syndra,Ashe,Rakan,1
ESPORTSTMNT06/1200054,EM,BT Excel,YDN Gamers,Sylas,Graves,Cassiopeia,MissFortune,Braum,Maokai,Nocturne,Zoe,Varus,Thresh,1
ESPORTSTMNT01/1422492,LLA,All Knights,Pixel Esports Club,Aatrox,Volibear,Zoe,Ezreal,Rakan,Jayce,Sett,TwistedFate,Kaisa,Bard,1
ESPORTSTMNT06/1160497,TRA,5 Ronin Academy,İstanbul Wildcats Academy,Ornn,Sejuani,Pantheon,Kalista,Morgana,Vladimir,Diana,Aatrox,MissFortune,Braum,0
ESPORTSTMNT04/1180103,TCL,Galakticos,İstanbul Wildcats,Renekton,Sejuani,Irelia,Ziggs,Thresh,Ornn,Graves,Azir,Senna,TahmKench,0
5972-7350,LPL,eStar,Victory Five,Ornn,RekSai,Azir,Aphelios,Sett,Renekton,Elise,Lucian,Kalista,Leona,1
ESPORTSTMNT03/1352045,PCS,Nova Esports,Hong Kong Attitude,Aatrox,Nidalee,Azir,Aphelios,Rakan,Mordekaiser,Trundle,Lucian,Syndra,Bard,0
ESPORTSTMNT02/1393306,LCK,Team Dynamics,SeolHaeOne Prince,Volibear,Olaf,Azir,Aphelios,Sett,Ornn,RekSai,Corki,Kalista,Thresh,1
ESPORTSTMNT06/1210044,EM,YDN Gamers,GamersOrigin,Ornn,Graves,Cassiopeia,Draven,Nautilus,Sylas,LeeSin,Azir,Kalista,Taric,1
6474-8578,LDL,Legend Esport Gaming,optical spectrum E-sports,Kennen,Volibear,Lissandra,Ezreal,Leona,Gnar,LeeSin,Sylas,Ashe,Sett,1
ESPORTSTMNT02/1332611,LCK,SeolHaeOne Prince,Afreeca Freecs,Mordekaiser,Trundle,Leblanc,Aphelios,Thresh,Sylas,JarvanIV,Ornn,Kalista,Nautilus,1
ESPORTSTMNT02/1411426,LCS.A,Evil Geniuses Academy,TSM Academy,Volibear,Graves,TwistedFate,Jhin,Nautilus,Renekton,Sett,Sylas,Ashe,TahmKench,1
6295-7944,LDL,Dominus Esports Young,V5 87,MonkeyKing,Sylas,Sett,Aphelios,Rakan,Mordekaiser,Graves,Corki,Kaisa,Braum,1
ESPORTSTMNT02/1294482,LCS,Cloud9,Counter Logic Gaming,Sett,LeeSin,Rumble,Varus,TahmKench,Aatrox,Gragas,Azir,MissFortune,Braum,1
ESPORTSTMNT03/1392215,MSC,Top Esports,DAMWON Gaming,Ornn,Olaf,Leblanc,Varus,Yuumi,Aatrox,Nidalee,Sylas,Kalista,Karma,1
6343-8113,LDL,eStar Young,Team WE Academy,MonkeyKing,Olaf,TwistedFate,Sivir,Nautilus,Ornn,LeeSin,Karma,Ezreal,Leona,1
ESPORTSTMNT03/1401415,OPL,Chiefs Esports Club,Gravitas,Sylas,Kayn,Orianna,Varus,Nautilus,Ornn,Volibear,Akali,Xayah,Rakan,1
ESPORTSTMNT01/1435180,PCS,J Team,Berjaya Dragons,Camille,Volibear,TwistedFate,Senna,Leona,Renekton,Graves,Galio,Ashe,TahmKench,1
ESPORTSTMNT05/1440644,LEC,Rogue,Origen,Ornn,Sejuani,Irelia,Aphelios,TahmKench,Renekton,Sett,Leblanc,MissFortune,Nautilus,0
6429-8416,LDL,Rogue Warriors Shark,Royal Club,Mordekaiser,Nidalee,Jayce,Kalista,Thresh,Aatrox,Ekko,Cassiopeia,Varus,Nautilus,0
6584-8927,LDL,Rogue Warriors Shark,Young Miracles,Volibear,JarvanIV,Zoe,Jhin,Karma,MonkeyKing,Lillia,Talon,Ashe,Nautilus,0
ESPORTSTMNT01/1435240,LJL,AXIZ,Crest Gaming Act,Quinn,Sett,TwistedFate,Varus,Thresh,Renekton,Graves,Zoe,Kalista,Nautilus,1
ESPORTSTMNT01/1325005,LCK,KT Rolster,DAMWON Gaming,Kennen,JarvanIV,Rumble,Kalista,Taric,Ornn,Elise,Pantheon,Kaisa,Galio,1
ESPORTSTMNT04/1240425,TCL,5 Ronin,Galakticos,Ornn,Graves,Azir,Ashe,TahmKench,Fiora,Volibear,Ekko,Senna,Braum,0
ESPORTSTMNT03/1391821,Riot,GAM Esports,Machi Esports,Jayce,Nidalee,Renekton,Varus,Thresh,Ornn,Graves,Zoe,Kalista,Nautilus,0
ESPORTSTMNT05/1430381,LEC,G2 Esports,MAD Lions,Aatrox,Elise,Sylas,Aphelios,Thresh,Neeko,LeeSin,Lucian,Ezreal,Sett,0
ESPORTSTMNT02/1404209,LCK,Gen.G,KT Rolster,Irelia,Nidalee,Azir,Ezreal,Karma,Kennen,Graves,Ekko,Caitlyn,Lux,1
ESPORTSTMNT03/1405626,LCK,KT Rolster,T1,Camille,Volibear,Leblanc,KogMaw,TahmKench,Mordekaiser,Olaf,Zoe,Varus,Blitzcrank,0
ESPORTSTMNT04/1240159,TRA,İstanbul Wildcats Academy,Dark Passage Academy,Volibear,Nidalee,Azir,Ezreal,Braum,Aatrox,Trundle,Orianna,Kalista,Sett,1
ESPORTSTMNT02/1321174,OPL,MAMMOTH,ORDER,Renekton,Sejuani,Neeko,Ezreal,Thresh,Rumble,JarvanIV,Orianna,Aphelios,Nautilus,0
6477-8587,LDL,Young Miracles,LinGan e-Sports,Mordekaiser,Sylas,Pantheon,Aphelios,Alistar,Renekton,LeeSin,Galio,Ashe,Leona,1
ESPORTSTMNT03/1401793,VCS,EVOS Esports,Team Flash,Renekton,Gragas,Jayce,MissFortune,Pyke,Volibear,Trundle,Ekko,Ezreal,Yuumi,1
ESPORTSTMNT03/1392262,MSC,DAMWON Gaming,FunPlus Phoenix,Jayce,Olaf,Syndra,Aphelios,Karma,Camille,Graves,Galio,Senna,Maokai,0
ESPORTSTMNT02/1414637,BRCC,Team oNe eSports,Rensga eSports,Poppy,Graves,Viktor,Ashe,Lux,Camille,Volibear,Zoe,Caitlyn,Morgana,1
ESPORTSTMNT02/1294568,LJL,Sengoku Gaming,AXIZ,Gnar,Gragas,Leblanc,MissFortune,Morgana,Gangplank,Sejuani,Zoe,Xayah,Rakan,1
ESPORTSTMNT03/1413694,LCS.A,Cloud9 Academy,TSM Academy,Camille,Volibear,Corki,Syndra,Nautilus,Ornn,Graves,Azir,Senna,MonkeyKing,1
ESPORTSTMNT03/1341565,LCK,Afreeca Freecs,T1,Kennen,Graves,Rumble,Varus,Taric,Jayce,Trundle,Azir,MissFortune,Braum,0
ESPORTSTMNT01/1304521,VCS,Team Flash,GAM Esports,Sett,Qiyana,Orianna,Lucian,Braum,Mordekaiser,JarvanIV,Cassiopeia,MissFortune,Rakan,1
ESPORTSTMNT03/1353399,LCK,SANDBOX Gaming,Team Dynamics,Kennen,Trundle,Zoe,Senna,Ornn,Aatrox,Graves,Leblanc,Aphelios,Braum,0
6051-7686,LPL,Oh My God,Team WE,Mordekaiser,Trundle,Kled,MissFortune,Taric,Renekton,JarvanIV,Galio,Varus,Nautilus,0
ESPORTSTMNT01/1415643,PCS,Alpha Esports,Hong Kong Attitude,Ornn,LeeSin,Lissandra,Aphelios,Karma,Aatrox,RekSai,Leblanc,Ezreal,Yuumi,1
ESPORTSTMNT05/1510540,TRA,Galatasaray Academy,İstanbul Wildcats Academy,Ornn,Trundle,Talon,Ezreal,Sett,Urgot,Nidalee,TwistedFate,Aphelios,Thresh,0
ESPORTSTMNT05/1540080,TRA,Royal Youth Academy,İstanbul Wildcats Academy,Camille,Sejuani,Akali,Lucian,Nautilus,Fiddlesticks,Aphelios,Bard,Fiora,Lissandra,0
6254-8177,LPL,Rogue Warriors,Oh My God,MonkeyKing,Trundle,Zoe,Ashe,TahmKench,Volibear,JarvanIV,Leblanc,Kalista,Pantheon,1
ESPORTSTMNT06/1320473,LEC,MAD Lions,G2 Esports,Camille,Lillia,Galio,Ashe,Lulu,Shen,LeeSin,Syndra,Ezreal,Yuumi,1
ESPORTSTMNT05/1430621,LCS.A,Dignitas Academy,Evil Geniuses Academy,Sett,Kindred,Sylas,Ezreal,Braum,Ornn,Sejuani,Irelia,Kaisa,Nautilus,0
ESPORTSTMNT04/1190130,TCL,1907 Fenerbahçe Esports,Team AURORA,Aatrox,Qiyana,Azir,Varus,Karma,Mordekaiser,Gragas,Ziggs,Ashe,TahmKench,0
6131-7804,LPL,JD Gaming,Top Esports,Renekton,Trundle,Azir,MissFortune,Yuumi,Jayce,Gragas,Corki,Aphelios,Braum,0
ESPORTSTMNT03/1402255,CBLOL,Santos e-Sports,KaBuM! e-Sports,Aatrox,Trundle,Lissandra,Ezreal,Senna,Renekton,LeeSin,Orianna,Ashe,Bard,1
6271-7857,LDL,Victorious Gaming,Joy Dream,Gangplank,Graves,Karma,Varus,Sett,Renekton,Trundle,Orianna,Sivir,Yuumi,0
ESPORTSTMNT03/1331919,LCS.A,CLG Academy,Immortals Academy,Gangplank,Olaf,Zoe,Varus,TahmKench,Yorick,Gragas,Ziggs,MissFortune,Thresh,1
6331-8072,LDL,Young Miracles,Team WE Academy,Ornn,Graves,Karma,Kaisa,Braum,Mordekaiser,LeeSin,Leblanc,Ashe,Sett,0
6206-7821,LPL,Oh My God,Victory Five,Jayce,JarvanIV,Zoe,Ezreal,Yuumi,Renekton,Graves,TwistedFate,Aphelios,Thresh,0
6431-8425,LDL,LNG Academy,Joy Dream,Renekton,Nidalee,Leblanc,Ezreal,Thresh,Gnar,Ekko,Zed,Ashe,Sett,0
ESPORTSTMNT06/1200067,EM,FC Schalke 04 Evolution,K1ck Neosurf,Ornn,LeeSin,Akali,MissFortune,Nautilus,Maokai,JarvanIV,Azir,Aphelios,Braum,0
ESPORTSTMNT03/1405864,VCS,CERBERUS Esports,GAM Esports,Renekton,Trundle,Orianna,Kalista,Nautilus,Ornn,Gragas,Lucian,Ashe,Sett,0
ESPORTSTMNT03/1433217,LFL,IZI Dream,Team MCES,Renekton,Volibear,Akali,Ashe,Thresh,Gnar,Sett,Lucian,Ziggs,Bard,1
ESPORTSTMNT02/1383967,LCK,DRX,SANDBOX Gaming,Kennen,Nidalee,Lucian,Senna,Sett,Sylas,Trundle,Zoe,Ashe,TahmKench,1
ESPORTSTMNT03/1432281,CBLOL,KaBuM! e-Sports,INTZ,Camille,Sett,Orianna,Jhin,Leona,Maokai,Gragas,Tristana,Ashe,Nautilus,1
ESPORTSTMNT04/1130822,LFL,Misfits Premier,Team MCES,Gangplank,Qiyana,Velkoz,MissFortune,Thresh,Riven,Elise,Zoe,Ezreal,Braum,1
ESPORTSTMNT03/1404911,LLA,Pixel Esports Club,Infinity Esports,Gnar,Volibear,Corki,Ashe,Karma,Malphite,Sett,Orianna,Aphelios,Thresh,1
ESPORTSTMNT02/1323169,LCK,DAMWON Gaming,Afreeca Freecs,Kennen,JarvanIV,Zoe,Aphelios,Thresh,Kalista,Olaf,Kassadin,Syndra,Nautilus,1
6290-7918,LDL,All Combo,LNG Academy,MonkeyKing,Graves,Galio,Aphelios,Leona,Malphite,Trundle,Syndra,Kalista,Thresh,1
ESPORTSTMNT06/1180914,EM,Team Singularity,K1ck Neosurf,Renekton,Trundle,Xerath,Varus,Nautilus,Aatrox,LeeSin,Azir,Aphelios,Thresh,0
6490-8630,LDL,LNG Academy,FunPlus Phoenix Blaze,Camille,LeeSin,Diana,Varus,TahmKench,Jax,Olaf,Galio,Ashe,Thresh,0
ESPORTSTMNT02/1324698,LCK,T1,KT Rolster,Ornn,Sylas,Leblanc,Kalista,Taric,Aatrox,Sejuani,Azir,Senna,TahmKench,0
ESPORTSTMNT06/1170219,LEC,MAD Lions,Excel Esports,Sett,Olaf,Zoe,Kalista,Taric,Renekton,Karthus,Tristana,Aphelios,Thresh,0
ESPORTSTMNT03/1433227,LFL,Solary,LDLC OL,Poppy,Skarner,Orianna,Ashe,Thresh,Shen,Hecarim,Syndra,Jhin,Morgana,0
ESPORTSTMNT02/1333591,LCS,FlyQuest,Evil Geniuses,Sett,JarvanIV,Azir,Xayah,Rakan,Ornn,Sejuani,Ezreal,Aphelios,Nautilus,1
ESPORTSTMNT03/1433748,LCS,FlyQuest,Team SoloMid,Ornn,Graves,Azir,Caitlyn,Pantheon,Jax,Sett,TwistedFate,Ashe,Bard,0
ESPORTSTMNT03/1414435,LCK,Team Dynamics,T1,Lucian,Trundle,Zoe,Ezreal,Bard,Jayce,Nidalee,Orianna,Aphelios,Thresh,1
ESPORTSTMNT02/1413486,OPL,Pentanet.GG,Gravitas,Karma,LeeSin,Zoe,Caitlyn,Thresh,Camille,Graves,Akali,Ezreal,Shen,1
6072-7561,LPL,Team WE,eStar,MonkeyKing,Elise,Rumble,Kalista,Janna,Sett,Trundle,Kassadin,Varus,Taric,0
ESPORTSTMNT02/1294283,LCK,T1,SeolHaeOne Prince,Renekton,Gragas,Ekko,MissFortune,Blitzcrank,Poppy,RekSai,Syndra,Varus,Thresh,1
ESPORTSTMNT04/1120447,TRA,SuperMassive Academy,Team AURORA Academy,Mordekaiser,Taliyah,Pantheon,MissFortune,Thresh,Fiora,Gragas,Viktor,Senna,TahmKench,1
ESPORTSTMNT06/1320291,EM,EGN Esports,Riddle Esports,Gangplank,Khazix,Ryze,MissFortune,Thresh,Gnar,Graves,Orianna,Karthus,Nautilus,0
ESPORTSTMNT02/1413816,OPL,Legacy Esports,Avant Gaming,Renekton,Sejuani,Galio,Caitlyn,Lux,Camille,Nunu,Kassadin,Jhin,MissFortune,1
6328-8058,LDL,Suning-S,All Combo,Jayce,Trundle,Leblanc,Aphelios,Thresh,Aatrox,LeeSin,Fiddlesticks,Ashe,Bard,1
ESPORTSTMNT02/1382924,BRCC,RED Canids,Redemption eSports Porto Alegre,Volibear,Trundle,Syndra,Jinx,TahmKench,Shen,MonkeyKing,Ekko,Aphelios,Thresh,1
ESPORTSTMNT02/1295331,LCS.A,Cloud9 Academy,Immortals Academy,Aatrox,JarvanIV,Syndra,Varus,TahmKench,Urgot,Gragas,Diana,Ezreal,Senna,1
ESPORTSTMNT01/1415419,LJL,Sengoku Gaming,Fukuoka SoftBank Hawks gaming,Gangplank,RekSai,TwistedFate,Aphelios,Thresh,Aatrox,JarvanIV,Leblanc,MissFortune,Alistar,1
ESPORTSTMNT03/1353486,LCK,Team Dynamics,Seorabeol Gaming,Aatrox,JarvanIV,Corki,Aphelios,Taric,Camille,RekSai,Galio,MissFortune,Sett,1
6106-7607,LDL,All Combo,Suning-S,Neeko,MonkeyKing,Rumble,Xayah,Taric,Ornn,Sett,Syndra,MissFortune,Braum,1
ESPORTSTMNT06/1180800,LCL,RoX,Gambit Esports,Mordekaiser,Trundle,Akali,MissFortune,Nautilus,Aatrox,Pantheon,Corki,Varus,Braum,1
6395-8294,LDL,Invictus Gaming Young,Young Miracles,Ornn,Graves,Zoe,Aphelios,Taric,MonkeyKing,JarvanIV,Galio,Kalista,Thresh,1
6627-8535,LPL,EDward Gaming,FunPlus Phoenix,Camille,LeeSin,TwistedFate,Varus,Nautilus,MonkeyKing,Sett,Rumble,Ashe,Bard,1
ESPORTSTMNT01/1426092,LCK,DRX,Afreeca Freecs,Kennen,LeeSin,Azir,Lucian,Yuumi,Camille,Nidalee,Zoe,Ezreal,Bard,1
ESPORTSTMNT01/1296032,CK,Team Dynamics,Asura,Sett,Sejuani,Lissandra,MissFortune,Alistar,Mordekaiser,RekSai,Kassadin,Varus,Leona,1
ESPORTSTMNT02/1405166,LCK,DRX,Hanwha Life Esports,Akali,Lillia,Lucian,Caitlyn,Lux,MonkeyKing,Olaf,Galio,Ashe,Bard,1
ESPORTSTMNT02/1411731,LLA,Rainbow7,Furious Gaming,Renekton,Trundle,Zoe,Caitlyn,Karma,Gnar,Volibear,Lucian,Sona,Lux,1
ESPORTSTMNT02/1413566,VCS,Team Flash,EVOS Esports,Kennen,Volibear,Syndra,Ezreal,Karma,Jayce,Trundle,Orianna,Caitlyn,Lux,1
ESPORTSTMNT04/1190092,TCL,Team AURORA,Papara SuperMassive,Urgot,JarvanIV,Zoe,Xayah,Rakan,Aatrox,Sejuani,Diana,Aphelios,Nautilus,1
6686-8952,LPL,Top Esports,JD Gaming,Renekton,Gragas,Lucian,Senna,Braum,Volibear,Nidalee,Zoe,Ashe,Leona,1
6408-8344,LDL,Invictus Gaming Young,LGD Gaming Young Team,Ornn,Kindred,TwistedFate,Aphelios,Thresh,Mordekaiser,Graves,Zoe,Ashe,Nautilus,0
ESPORTSTMNT02/1394712,VCS,GAM Esports,Percent Esports,MonkeyKing,Sylas,Jayce,Ezreal,Sett,Malphite,Nidalee,Lissandra,Draven,Thresh,0
ESPORTSTMNT06/1320666,EM,LDLC OL,K1ck Neosurf,Shen,Hecarim,Leblanc,Aphelios,Nautilus,Urgot,Kindred,Zoe,Senna,Leona,1
ESPORTSTMNT03/1340767,OPL,Legacy Esports,Chiefs Esports Club,Gangplank,Sejuani,Galio,Aphelios,Braum,Lucian,LeeSin,Corki,MissFortune,Nautilus,1
ESPORTSTMNT02/1282898,LFL,IZI Dream,GamersOrigin,Aatrox,LeeSin,Zoe,Senna,Galio,Ornn,Elise,Cassiopeia,MissFortune,Leona,0
ESPORTSTMNT02/1321214,OPL,Dire Wolves,Legacy Esports,Renekton,LeeSin,Cassiopeia,Aphelios,Thresh,Kennen,Olaf,Ornn,MissFortune,Bard,0
6571-8897,LDL,Suning-S,Invictus Gaming Young,Karma,LeeSin,Zoe,Aphelios,Thresh,Renekton,Lillia,Lucian,Ezreal,Nautilus,0
ESPORTSTMNT01/1431495,OPL,Legacy Esports,Avant Gaming,Gnar,Nidalee,Karma,Sivir,Bard,Sion,Graves,Zoe,Ezreal,Thresh,1
6053-7481,LPL,JD Gaming,LNG Esports,Mordekaiser,Trundle,Leblanc,Kalista,Taric,MonkeyKing,Sejuani,Kassadin,Varus,TahmKench,1
6314-8009,LDL,Legend Esport Gaming,Shu Dai Xiong Gaming,Renekton,Nidalee,Qiyana,Aphelios,Braum,Mordekaiser,LeeSin,Zoe,Kalista,Leona,1
6625-8513,LPL,Royal Never Give Up,LGD Gaming,Kennen,Volibear,Syndra,Ezreal,TahmKench,Camille,Nidalee,TwistedFate,Ashe,Leona,0
ESPORTSTMNT01/1425958,CK,ESC Shane,hyFresh Blade,Camille,Karthus,Zed,Ashe,Thresh,Fiora,Volibear,Orianna,Ezreal,Bard,0
ESPORTSTMNT02/1413844,OPL,Chiefs Esports Club,Legacy Esports,Renekton,Olaf,Leblanc,Caitlyn,Lux,Gnar,Graves,Galio,Ashe,Bard,1
ESPORTSTMNT03/1352557,LCK,DRX,DAMWON Gaming,Irelia,Olaf,Zoe,Aphelios,Nautilus,Jayce,Sejuani,Azir,MissFortune,Taric,1
5667-7280,LPL,Vici Gaming,Dominus Esports,Kennen,Elise,Lucian,MissFortune,Leona,Camille,Qiyana,Cassiopeia,Aphelios,Nautilus,1
ESPORTSTMNT04/1220749,LEC,Rogue,Excel Esports,Ornn,Trundle,Corki,Aphelios,Lulu,Kayle,Gragas,Yasuo,Ezreal,Yuumi,1
ESPORTSTMNT02/1293792,LCK,Gen.G,DRX,Rumble,JarvanIV,Zoe,Xayah,Rakan,Mordekaiser,Elise,Lucian,Ezreal,Lux,1
ESPORTSTMNT03/1401362,LCS.A,Golden Guardians Academy,TSM Academy,Aatrox,Nocturne,Orianna,Ezreal,Bard,Jayce,Trundle,Azir,Aphelios,Rakan,0
ESPORTSTMNT02/1413859,VCS,EVOS Esports,OverPower Esports,Jayce,Volibear,Rumble,Ezreal,Karma,Ornn,Elise,TwistedFate,Caitlyn,Lux,1
ESPORTSTMNT06/1180497,LCL,Unicorns Of Love.CIS,RoX,Renekton,Trundle,Kassadin,Kalista,Taric,Gangplank,Sejuani,Jayce,Aphelios,Nautilus,1
ESPORTSTMNT03/1401995,LCS,Evil Geniuses,FlyQuest,Ornn,Olaf,KogMaw,Ezreal,Yuumi,Sett,Volibear,Orianna,Varus,Senna,0
5990-7393,LPL,LGD Gaming,Suning,Mordekaiser,Elise,Irelia,Kalista,Nautilus,Ornn,JarvanIV,Galio,Varus,TahmKench,1
ESPORTSTMNT01/1303655,VCS,EVOS Esports,GAM Esports,Aatrox,LeeSin,Syndra,Xayah,Braum,Sett,Elise,Lucian,Aphelios,Leona,0
ESPORTSTMNT03/1241394,KeSPA,Afreeca Freecs,DRX,Kennen,Olaf,Ornn,MissFortune,Braum,Vladimir,LeeSin,Rumble,Varus,Thresh,1
6464-8541,LDL,V5 87,LinGan e-Sports,Jayce,Ekko,Sett,Ezreal,Bard,Irelia,Trundle,Azir,Ashe,Leona,1
ESPORTSTMNT03/1411769,LCS,Team SoloMid,Golden Guardians,Renekton,Volibear,TwistedFate,Aphelios,Bard,Mordekaiser,Graves,Morgana,Ashe,Karma,1
6157-7729,LDL,Legend Esport Gaming,Bilibili Gaming Junior,Jax,Sylas,Renekton,Kaisa,Braum,MonkeyKing,Elise,Zoe,Varus,Thresh,1
ESPORTSTMNT04/1250225,TCL,Beşiktaş Esports,1907 Fenerbahçe Esports,Gangplank,Sett,Cassiopeia,Karthus,Leona,Chogath,Graves,Ryze,Senna,Bard,1
ESPORTSTMNT01/1306625,CK,Element Mystic,Spear Gaming,Ornn,RekSai,Mordekaiser,Aphelios,Thresh,Aatrox,Elise,Pantheon,MissFortune,Blitzcrank,1
ESPORTSTMNT02/1322955,OPL,MAMMOTH,Avant Gaming,Ornn,JarvanIV,Sylas,Aphelios,Morgana,Irelia,Sejuani,Viktor,Varus,Thresh,1
6279-7885,LDL,Shu Dai Xiong Gaming,eStar Young,Aatrox,LeeSin,Galio,Senna,Sett,Olaf,Ekko,Pantheon,Kalista,Taric,1
ESPORTSTMNT01/1434411,PCS,Resurgence,ahq eSports Club,Renekton,Nidalee,Lucian,Ziggs,Leona,Mordekaiser,RekSai,Zoe,Aphelios,Nautilus,0
ESPORTSTMNT02/1404245,LCK,KT Rolster,Gen.G,Gnar,Nidalee,TwistedFate,Jhin,Bard,Renekton,Khazix,Sylas,Caitlyn,Lulu,1
ESPORTSTMNT03/1404931,LCS,Team Liquid,Golden Guardians,Ornn,LeeSin,Leblanc,Aphelios,Bard,Kayle,Olaf,Lissandra,Ezreal,Karma,1
ESPORTSTMNT01/1360861,LJL,V3 Esports,DetonatioN FocusMe,Ornn,RekSai,Galio,MissFortune,Yuumi,Gnar,Trundle,Ziggs,Aphelios,Nautilus,0
ESPORTSTMNT01/1304768,LCS,Dignitas,Cloud9,Gangplank,RekSai,Orianna,Senna,TahmKench,Aatrox,LeeSin,Zoe,Aphelios,Nautilus,0
ESPORTSTMNT03/1404448,PCS,Berjaya Dragons,Nova Esports,Ornn,Volibear,Sylas,Ezreal,Leona,Mordekaiser,LeeSin,Orianna,Ashe,Thresh,0
ESPORTSTMNT03/1414294,CBLOL,KaBuM! e-Sports,FURIA Esports,Camille,Nidalee,Azir,Senna,Maokai,Aatrox,Graves,Akali,Aphelios,Lulu,1
ESPORTSTMNT06/1310741,LEC,G2 Esports,Fnatic,Ornn,Sett,Leblanc,Ashe,Braum,Gangplank,Gragas,Lucian,Senna,Thresh,0
6140-7669,LDL,Young Miracles,LNG Academy,Maokai,Graves,Ekko,MissFortune,Leona,Aatrox,LeeSin,Syndra,Xayah,Rakan,1
ESPORTSTMNT02/1287256,LCK,DRX,Griffin,Soraka,Olaf,Rumble,Aphelios,Thresh,Viktor,Trundle,Ornn,MissFortune,Nautilus,1
ESPORTSTMNT02/1284771,VCS,V Gaming Adonis,Team Secret,Sett,RekSai,Ryze,MissFortune,Morgana,Soraka,JarvanIV,Cassiopeia,Aphelios,Karma,0
ESPORTSTMNT01/1323941,LJL,Crest Gaming Act,Rascal Jester,Aatrox,JarvanIV,Ekko,Kaisa,Sett,Kennen,RekSai,Nautilus,Varus,Karma,0
ESPORTSTMNT06/1180349,EM,Sector One,K1ck Neosurf,Aatrox,LeeSin,Cassiopeia,Aphelios,Thresh,Sett,Gragas,Viktor,Varus,Nautilus,0
ESPORTSTMNT02/1321528,PCS,Hong Kong Attitude,Machi Esports,Sett,Gragas,Sylas,MissFortune,Blitzcrank,Renekton,Sejuani,Kassadin,Varus,Thresh,0
ESPORTSTMNT03/1321543,LLA,Infinity Esports,XTEN Esports,Sett,Sejuani,Leblanc,Kalista,Nautilus,Renekton,LeeSin,Zoe,MissFortune,Yuumi,1
ESPORTSTMNT01/1432144,LCS,Evil Geniuses,Cloud9,Gangplank,Volibear,Zoe,Aphelios,Alistar,Sett,LeeSin,Syndra,Ashe,Bard,1
6711-8968,LDL,Invictus Gaming Young,Vici Gaming Potential,Camille,Graves,TwistedFate,Ashe,Nautilus,Fiora,Nidalee,Zoe,Jhin,Sett,1
ESPORTSTMNT03/1392579,MSC,Top Esports,Gen.G,Gangplank,Trundle,Syndra,MissFortune,Yuumi,Lucian,Kindred,Azir,Senna,Mordekaiser,1
ESPORTSTMNT05/1520634,LEC,G2 Esports,Fnatic,Mordekaiser,Pantheon,TwistedFate,Kalista,Nautilus,Ornn,Graves,Galio,Aphelios,TahmKench,1
ESPORTSTMNT01/1321017,VCS,CERBERUS Esports,Team Secret,Kalista,Pantheon,Karma,Varus,Yuumi,Irelia,Shyvana,Jayce,Senna,TahmKench,0
ESPORTSTMNT03/1333112,CK,Asura,Seorabeol Gaming,Kled,Sejuani,Sylas,Xayah,Rakan,Aatrox,Gragas,Ryze,Aphelios,Nautilus,1
ESPORTSTMNT05/1510551,TRA,Galakticos Academy,Dark Passage Academy,Mordekaiser,JarvanIV,Azir,Ezreal,Karma,Aatrox,Trundle,Orianna,Kalista,Thresh,0
